,ligand_pose,logits
17939,020_3543_22224_0,0.004280291
17940,021_1337_24022_0,0.1661157
17941,022_1560_4173_0,0.00010590356
17942,019_2012_19332_0,0.0014596414
17943,021_1870_19738_0,0.008787935
17944,020_3428_6267_0,0.0017490316
17945,020_2696_27209_0,0.0051067066
17946,020_1844_7862_0,0.00078353845
17947,023_959_17914_0,0.005039895
17948,023_965_25470_0,0.0006625483
17949,023_636_25408_0,0.0054259426
17950,023_956_21380_0,0.006446465
17951,023_625_19573_0,0.0033138017
17952,023_820_11081_0,0.008980878
17953,031_117_8831_0,0.28235802
17954,026_52_25205_0,0.014128757
17955,021_1856_17521_0,0.012593887
17956,021_564_10718_0,0.0020312064
17957,003_14_20781_0,0.0023779518
17958,020_3541_19214_0,0.09676564
17959,020_2488_19097_0,0.0022436986
17960,023_803_6984_0,0.012347133
17961,021_1844_10330_0,0.006417607
17962,023_236_7766_0,0.011589888
17963,027_69_21317_0,0.0049846913
17964,021_2432_21320_0,0.0016918612
17965,019_1318_15481_0,0.008811926
17966,020_2084_21669_0,0.0018846323
17967,019_1140_15027_0,0.0018805509
17968,020_3683_21468_0,0.028962199
17969,019_712_6141_0,0.0026164714
17970,022_117_28173_0,0.00084097945
17971,024_23_19623_0,0.003628182
17972,020_3859_20654_0,0.0826662
17973,021_2827_13210_0,0.00040160143
17974,020_1306_8425_0,0.1591667
17975,019_1868_13901_0,0.0024006648
17976,020_2017_1561_0,0.64576423
17977,018_1527_20363_0,0.012159108
17978,019_1331_17788_0,0.025705269
17979,031_118_15245_0,0.05187624
17980,022_880_24273_0,0.02896309
17981,014_17_7285_0,0.15390055
17982,032_225_25701_0,0.00033916967
17983,022_797_25268_0,0.036638778
17984,020_845_15598_0,0.013442242
17985,021_1882_26518_0,0.0041790614
17986,023_166_21037_0,0.01312521
17987,032_513_25351_0,0.80761236
17988,020_1178_4130_0,0.51225805
17989,020_1878_11237_0,0.012389105
17990,020_4477_27428_0,0.10071099
17991,031_121_27292_0,0.0017255438
17992,021_2637_28121_0,0.011486179
17993,018_323_21470_0,0.010185629
17994,031_93_8664_0,0.0052769165
17995,016_36_18259_0,0.006134977
17996,020_3688_7240_0,0.013657837
17997,031_313_28637_0,0.8743811
17998,032_286_28817_0,1.727867e-05
17999,035_24_5608_0,0.012558254
18000,024_98_4055_0,0.0025832425
18001,020_2643_8913_0,0.0037218712
18002,018_61_12971_0,0.0033669595
18003,020_2020_3358_0,0.08711088
18004,023_694_349_0,0.012276669
18005,022_465_18192_0,0.022013912
18006,019_1837_17698_0,0.018245203
18007,019_2035_26798_0,0.0056913225
18008,028_71_15450_0,0.0015791768
18009,021_2109_8276_0,0.0069612823
18010,019_1577_24564_0,0.0013028726
18011,021_1964_3434_0,0.0031548534
18012,004_11_3303_0,0.0051980405
18013,020_4231_13596_0,0.010716958
18014,018_605_16345_0,0.01313783
18015,020_1764_8742_0,0.0013814744
18016,022_1433_26302_0,0.002927404
18017,019_2019_21231_0,0.002033132
18018,006_37_783_0,0.2535509
18019,020_2039_7543_0,0.0022250672
18020,022_692_19550_0,0.0052266917
18021,018_515_19410_0,0.009229803
18022,018_856_1334_0,0.83635527
18023,020_4520_6038_0,0.021626672
18024,034_19_6774_0,0.0023107566
18025,020_3669_14287_0,0.009144802
18026,022_808_1674_0,0.45813975
18027,029_129_28641_0,0.011686024
18028,022_222_22880_0,0.00071713194
18029,010_52_25815_0,0.002304236
18030,022_1336_28924_0,0.02895754
18031,012_35_23400_0,0.030766433
18032,022_1421_4404_0,0.28135958
18033,023_1240_9255_0,0.01862517
18034,021_949_21129_0,0.14812897
18035,019_1931_25673_0,0.00742073
18036,023_1232_26371_0,0.031580992
18037,028_78_9322_0,0.006256716
18038,019_1669_14418_0,0.0020719522
18039,010_57_24066_0,0.057883456
18040,031_205_7402_0,0.06208299
18041,020_4682_9328_0,0.06742038
18042,018_534_24928_0,0.04340855
18043,022_638_14027_0,0.0133947525
18044,019_1484_12172_0,0.031722683
18045,020_669_27294_0,0.00034897437
18046,031_51_26588_0,0.0015410602
18047,020_4558_27327_0,0.002616749
18048,020_3629_6178_0,0.11714596
18049,024_74_8420_0,0.005231462
18050,020_4123_14105_0,0.042164844
18051,031_129_27634_0,0.030068059
18052,023_1201_17782_0,0.0043884367
18053,023_217_19532_0,0.009437039
18054,019_1112_19263_0,0.026486566
18055,020_3892_16751_0,0.002661428
18056,018_343_11297_0,0.0024906856
18057,019_1059_22730_0,0.011103961
18058,021_2651_24578_0,0.0014513051
18059,006_54_24272_0,0.004373968
18060,020_2185_23233_0,0.25407726
18061,020_427_9190_0,0.001459064
18062,023_1178_15329_0,0.0032790755
18063,018_1079_26972_0,1.0429802e-05
18064,023_1723_18625_0,0.0023446989
18065,029_102_6451_0,0.02707549
18066,020_3188_12897_0,0.016052261
18067,019_472_26350_0,0.016186826
18068,018_1067_25331_0,0.020472258
18069,023_1717_9127_0,0.0021758955
18070,021_1879_11066_0,0.0033183629
18071,023_1681_20908_0,0.0005739868
18072,022_859_1090_0,0.42966262
18073,019_1344_9037_0,0.0030564026
18074,021_1288_12140_0,0.0039504264
18075,021_1055_21920_0,0.0015922823
18076,021_280_23336_0,0.001865338
18077,032_595_5163_0,0.00088087807
18078,022_1451_1684_0,0.09725287
18079,020_3843_9185_0,0.01815515
18080,020_3396_6695_0,0.0012973611
18081,031_382_7651_0,0.000483569
18082,007_1_960_0,0.62362283
18083,020_4227_12862_0,0.022293637
18084,021_816_6635_0,0.24267268
18085,031_402_8908_0,0.00062560634
18086,020_1709_11530_0,0.00856669
18087,010_66_27025_0,0.0021600123
18088,026_55_25065_0,0.04108404
18089,018_1226_12367_0,0.10957888
18090,031_298_16868_0,0.008651021
18091,020_3239_5370_0,0.053953428
18092,019_324_15912_0,0.007201066
18093,018_860_24165_0,0.011813706
18094,020_4035_12037_0,0.0011173239
18095,020_4373_4200_0,0.0083362665
18096,020_1196_20615_0,0.022965288
18097,021_1172_23555_0,0.0026767838
18098,013_11_23482_0,0.016000984
18099,021_1494_14620_0,0.029784702
18100,020_3070_10604_0,0.010379601
18101,001_12_1136_0,0.05886148
18102,018_982_18292_0,0.0015772488
18103,009_11_2284_0,0.010260429
18104,015_8_11696_0,0.00033759687
18105,021_307_4609_0,0.029694214
18106,023_1186_19979_0,0.0012934364
18107,019_1884_11472_0,0.008861642
18108,021_2019_19412_0,8.237431e-06
18109,018_319_10838_0,0.12193118
18110,018_1017_5887_0,0.054498628
18111,019_2125_24039_0,0.026355343
18112,018_1177_11373_0,0.005297667
18113,019_370_24955_0,0.012722859
18114,031_390_22760_0,0.0028470855
18115,029_124_26651_0,0.016725017
18116,020_4624_15902_0,0.22452743
18117,019_511_12269_0,0.041474253
18118,021_2516_13699_0,0.009695539
18119,025_45_4690_0,0.024049638
18120,020_1367_3500_0,0.13885559
18121,036_7_25985_0,0.0038626331
18122,020_1219_7840_0,0.0045874794
18123,018_1090_14686_0,0.03018452
18124,023_723_13085_0,0.01159104
18125,018_940_27291_0,0.0017255454
18126,031_76_25691_0,6.9677277e-09
18127,034_42_9478_0,0.03574453
18128,020_4344_19965_0,0.00364295
18129,032_812_5188_0,0.0095649315
18130,028_24_6700_0,0.04181017
18131,019_95_14953_0,0.0032392887
18132,019_30_13640_0,0.0019778532
18133,022_1246_2075_0,0.012039869
18134,029_118_11382_0,0.007093701
18135,026_69_9511_0,0.020102862
18136,022_669_3544_0,0.002811169
18137,020_4123_14193_0,0.014131758
18138,031_71_14042_0,0.0024805982
18139,023_782_7647_0,0.018594034
18140,021_2415_16032_0,0.0035017359
18141,019_337_13957_0,0.15887137
18142,020_644_15693_0,0.0051949294
18143,020_840_27720_0,0.006104343
18144,031_177_13958_0,8.689542e-07
18145,020_4036_8057_0,0.001200567
18146,020_1211_9870_0,0.4000198
18147,020_4841_12441_0,0.052279457
18148,020_5_26744_0,3.8998114e-06
18149,021_3084_16612_0,0.015046403
18150,020_2927_16324_0,0.05634575
18151,020_4435_9927_0,0.008442561
18152,019_1206_11604_0,0.003373299
18153,020_4172_8002_0,0.010264382
18154,023_411_4412_0,0.0130319055
18155,021_1136_13025_0,0.0012662695
18156,032_53_25907_0,0.0030283073
18157,032_129_23401_0,0.084759355
18158,021_1540_21588_0,0.0017183642
18159,021_649_17929_0,0.012554068
18160,004_47_23735_0,0.0022161417
18161,023_1690_11442_0,0.016932603
18162,023_42_11075_0,0.01411187
18163,021_1603_10736_0,0.40649605
18164,023_622_27822_0,0.011462836
18165,020_4145_20546_0,0.011637386
18166,023_501_20511_0,0.010947459
18167,022_1350_25904_0,0.008189521
18168,022_1159_1741_0,0.54492277
18169,019_334_24091_0,0.0018062192
18170,020_1340_9896_0,0.18084839
18171,019_1078_16128_0,0.0036446552
18172,019_2116_28342_0,0.0026679388
18173,020_521_20668_0,0.0117255105
18174,020_4249_9078_0,0.098883435
18175,022_1261_3158_0,0.008777806
18176,018_285_5369_0,0.24684198
18177,018_38_28148_0,0.0066417474
18178,018_913_24629_0,0.017139407
18179,021_824_12395_0,0.0144523205
18180,011_19_23810_0,0.008027178
18181,018_1532_7193_0,0.008006959
18182,020_952_7419_0,0.0025624256
18183,021_1267_24761_0,0.051578674
18184,021_364_7228_0,0.050174136
18185,013_27_9405_0,0.0020965862
18186,020_1513_14485_0,0.01215697
18187,019_1393_20659_0,0.0128174545
18188,030_73_5766_0,0.0022311052
18189,022_1367_2550_0,0.27763715
18190,038_81_26690_0,0.0065908264
18191,018_595_716_0,0.39906296
18192,020_4880_15458_0,0.031992305
18193,020_3838_14323_0,0.0019316726
18194,020_4502_6913_0,0.0033961944
18195,022_474_26153_0,1.071827e-05
18196,036_66_11660_0,0.014509169
18197,021_2269_10664_0,0.014857533
18198,020_1863_11263_0,0.004712582
18199,018_1026_14161_0,0.104451634
18200,020_4257_10418_0,0.008910205
18201,031_205_4331_0,0.16478409
18202,022_837_21069_0,0.0040463246
18203,023_942_11994_0,0.066058084
18204,030_59_26228_0,0.0028418717
18205,020_943_6778_0,0.0046829446
18206,020_1498_15030_0,0.0024324893
18207,020_4677_14352_0,0.0040971055
18208,021_1204_1935_0,0.074433215
18209,020_4834_28075_0,0.0011033078
18210,031_172_26361_0,0.009644418
18211,008_37_20848_0,0.0042146193
18212,037_23_4418_0,0.011551473
18213,021_2790_3006_0,0.011843803
18214,020_4709_365_0,0.10662566
18215,021_944_23220_0,0.0015831589
18216,020_4831_15763_0,0.02092009
18217,018_843_11960_0,0.047517378
18218,020_1595_7810_0,0.0096213445
18219,019_1649_14092_0,0.005129556
18220,020_3707_21963_0,0.0058586136
18221,033_47_1616_0,0.0048230165
18222,020_916_17352_0,0.016145548
18223,018_1022_9949_0,0.05737585
18224,019_1078_22430_0,0.03316714
18225,020_821_14940_0,0.0032851866
18226,022_257_358_0,0.71542627
18227,018_162_28561_0,0.008413885
18228,021_565_13938_0,0.014529604
18229,032_645_14080_0,0.00987349
18230,028_53_18533_0,0.0076335827
18231,021_235_7101_0,0.003188249
18232,031_466_8242_0,0.20544258
18233,021_2106_5759_0,0.0076050092
18234,020_1986_28246_0,0.006280842
18235,020_4825_11557_0,0.00928307
18236,032_278_115_0,0.9639131
18237,019_105_16602_0,0.025053596
18238,022_1253_9729_0,0.00831944
18239,031_47_14310_0,0.015493251
18240,020_4243_20121_0,0.009352948
18241,023_950_8513_0,0.0140589215
18242,020_1797_334_0,0.21325542
18243,022_1780_2973_0,0.027323136
18244,031_59_11583_0,0.15182012
18245,020_917_1268_0,0.077778645
18246,021_638_7951_0,0.0009841134
18247,023_729_24704_0,0.012763285
18248,022_771_1251_0,0.2935923
18249,020_3206_9903_0,0.0029648975
18250,021_1509_1706_0,0.0037656715
18251,020_3374_9585_0,0.0044345986
18252,020_2211_22406_0,0.0013266166
18253,018_1186_13259_0,0.013531894
18254,019_747_24905_0,0.022165978
18255,021_1448_21593_0,0.014656678
18256,022_1091_297_0,0.04804022
18257,019_1666_14266_0,0.002633497
18258,019_391_4591_0,0.017090643
18259,020_3181_25820_0,0.017388059
18260,023_1601_23146_0,0.0051348587
18261,019_292_19232_0,0.006959342
18262,022_1041_13277_0,0.09270618
18263,020_2018_1369_0,0.63786197
18264,023_1478_17598_0,0.003758405
18265,019_285_27436_0,0.0021542215
18266,019_2159_20697_0,0.0023840275
18267,019_1446_6760_0,0.040174
18268,019_1018_27880_0,0.0015375
18269,019_958_6801_0,0.007907426
18270,037_24_4156_0,0.011166889
18271,022_982_15847_0,0.05708898
18272,023_141_20540_0,0.020884909
18273,020_1967_8012_0,0.030676384
18274,036_99_28695_0,0.0006948009
18275,023_607_20333_0,0.02994336
18276,022_194_11289_0,0.013661993
18277,019_691_11179_0,0.0016719868
18278,020_1126_27765_0,0.014859732
18279,031_357_3939_0,0.00093161693
18280,020_562_18509_0,0.010186669
18281,032_60_9233_0,0.00024570213
18282,029_134_4573_0,0.04933867
18283,020_2642_21674_0,0.011944485
18284,020_2002_28168_0,0.007735044
18285,021_812_21491_0,0.0062477957
18286,023_14_11239_0,0.020532375
18287,020_187_5195_0,0.008113737
18288,020_433_22228_0,0.0031597505
18289,019_1785_12910_0,0.02536393
18290,030_42_26613_0,0.0057368353
18291,019_2068_20352_0,0.0018642251
18292,022_1604_3734_0,0.0655558
18293,019_432_18433_0,0.0012736213
18294,019_1614_6410_0,0.014883192
18295,018_997_767_0,0.11146623
18296,018_891_17192_0,0.062586054
18297,031_405_28918_0,0.0028838892
18298,019_1486_28172_0,0.023394102
18299,020_173_25581_0,0.013971834
18300,020_3057_5415_0,0.011262558
18301,031_129_25875_0,0.04899595
18302,019_1931_17555_0,0.01997569
18303,020_859_8657_0,0.0057674167
18304,021_180_9757_0,0.033276096
18305,018_482_18538_0,0.022246499
18306,020_4258_5337_0,0.14222018
18307,019_1795_17883_0,0.0038060993
18308,020_3602_18118_0,0.040359344
18309,019_896_3678_0,0.0059853466
18310,029_86_24866_0,0.004675965
18311,021_399_13012_0,0.02671025
18312,018_51_17974_0,0.011621443
18313,021_1008_10707_0,0.013409533
18314,018_321_10839_0,0.12077462
18315,033_44_1067_0,0.034968004
18316,021_639_12310_0,0.03104003
18317,019_2151_13524_0,0.06488277
18318,019_1375_13649_0,0.008391294
18319,031_55_6395_0,0.03560224
18320,020_2260_6316_0,0.0057240175
18321,021_3077_26789_0,0.0019763964
18322,032_510_5313_0,0.022588981
18323,028_16_23552_0,0.00087832654
18324,016_45_11936_0,0.0058025518
18325,020_4748_17084_0,0.0011503351
18326,031_1_32_0,0.18906525
18327,020_4186_9314_0,0.005339507
18328,020_1097_21394_0,0.014540641
18329,019_1999_22147_0,0.003909513
18330,022_1338_25559_0,0.17967951
18331,022_1709_17781_0,0.022246739
18332,018_306_1568_0,0.35920364
18333,020_2702_18637_0,0.0031960635
18334,023_487_7424_0,0.019802919
18335,020_308_14555_0,0.0034372855
18336,019_665_11009_0,0.00086210243
18337,032_513_26684_0,0.5266055
18338,009_9_11966_0,0.0031067128
18339,019_2218_4982_0,0.006547544
18340,031_282_25650_0,0.0044577313
18341,018_417_23324_0,0.0005509896
18342,038_38_13522_0,0.00044450178
18343,029_62_27978_0,0.00985528
18344,020_43_21554_0,0.0008358251
18345,018_498_5275_0,0.046239145
18346,020_3138_27129_0,0.06432797
18347,029_101_14641_0,0.023262989
18348,031_150_1636_0,0.02928103
18349,020_623_253_0,0.57906145
18350,022_138_3872_0,0.0649835
18351,021_2073_14405_0,0.051873602
18352,020_3021_16061_0,0.00911006
18353,022_1033_220_0,0.00087432517
18354,021_3046_22829_0,0.0010003352
18355,019_2227_24687_0,0.002869128
18356,021_1086_24089_0,0.02268861
18357,020_3513_7556_0,0.013733017
18358,033_25_27027_0,0.12899734
18359,004_63_2131_0,0.7370911
18360,019_2095_9043_0,0.011854009
18361,020_1739_25233_0,0.066343516
18362,023_1114_21147_0,0.25732115
18363,021_2000_21448_0,0.007428405
18364,020_2396_20140_0,0.3111729
18365,022_593_1278_0,0.0019887984
18366,019_1842_28534_0,0.0058659115
18367,019_935_12219_0,0.0009315987
18368,019_1813_14440_0,0.002048426
18369,020_1463_3093_0,0.6597584
18370,021_1650_17942_0,0.0022829443
18371,020_425_21928_0,0.0018782879
18372,021_2741_10977_0,0.02861201
18373,021_585_7_0,0.008347896
18374,019_1894_13577_0,0.020026129
18375,024_62_11245_0,0.0032147437
18376,020_481_22637_0,0.024285085
18377,018_1609_12181_0,0.34126943
18378,020_4314_20954_0,0.00395882
18379,017_32_28330_0,0.0018934233
18380,021_1352_19067_0,0.011540251
18381,020_2444_15073_0,0.009040079
18382,020_1677_4552_0,0.08461209
18383,023_526_6127_0,0.027298674
18384,021_2976_28610_0,0.0018661995
18385,020_3421_3709_0,0.017507598
18386,020_494_11647_0,0.025110122
18387,019_2013_26855_0,0.0028696929
18388,034_82_5410_0,0.012134796
18389,022_52_9232_0,0.00033435825
18390,019_741_9403_0,0.003743567
18391,023_737_27353_0,0.0023835804
18392,021_34_23718_0,0.0149190435
18393,020_2583_19745_0,0.0010015067
18394,020_1937_12930_0,0.07071574
18395,021_1289_16691_0,0.013752083
18396,023_475_15576_0,0.0045016934
18397,022_1709_20258_0,0.006677671
18398,023_784_7448_0,0.0027659882
18399,021_2966_23938_0,0.008792023
18400,027_8_26313_0,0.010300588
18401,023_178_7086_0,0.050807465
18402,019_827_28616_0,0.008516201
18403,032_327_4124_0,0.022819739
18404,018_627_25963_0,0.00631184
18405,022_1348_15614_0,0.010768402
18406,021_2447_24286_0,0.0034993438
18407,021_1793_2025_0,0.1593962
18408,019_1754_20021_0,0.0009675694
18409,019_1077_7030_0,0.03610665
18410,033_53_3205_0,0.053369135
18411,018_1288_25462_0,0.0018215369
18412,020_1028_14087_0,0.021271093
18413,023_78_23282_0,0.006397983
18414,010_1_4351_0,0.0018072666
18415,022_478_5235_0,0.00581906
18416,031_232_492_0,0.10495333
18417,022_587_12106_0,0.00014411757
18418,017_61_27237_0,0.014748999
18419,018_119_20292_0,0.005770234
18420,019_565_12924_0,0.0021301839
18421,020_774_9952_0,0.023197973
18422,022_691_17800_0,0.02523663
18423,023_1005_11371_0,0.0006196458
18424,023_1517_10881_0,0.006320908
18425,021_1453_17938_0,0.0013767141
18426,018_468_20968_0,0.008159821
18427,019_937_22006_0,0.0029918829
18428,008_9_25508_0,0.0067987167
18429,020_541_27695_0,0.04390928
18430,020_1744_659_0,0.07364789
18431,011_5_11292_0,0.07027445
18432,022_527_18876_0,0.006735483
18433,001_23_1158_0,0.086110204
18434,019_963_10653_0,0.00808282
18435,002_11_27479_0,0.003687895
18436,020_1627_10608_0,0.26085025
18437,026_28_11201_0,0.0054068235
18438,019_1306_14048_0,0.007695694
18439,019_1653_13428_0,0.006277078
18440,021_239_13087_0,0.010383604
18441,023_165_17550_0,0.0026273145
18442,028_56_11664_0,0.008483234
18443,033_89_2545_0,0.0858236
18444,020_1849_6662_0,0.0024684982
18445,020_3563_6278_0,0.0058710687
18446,031_156_2763_0,0.09490548
18447,019_27_18710_0,0.011203158
18448,022_155_8331_0,0.13158259
18449,004_63_2154_0,0.08483483
18450,023_1509_16017_0,0.011480583
18451,020_582_1548_0,0.2846127
18452,026_35_19186_0,0.0009234493
18453,030_13_19418_0,0.0075569944
18454,020_1446_686_0,0.026650935
18455,023_425_16046_0,0.0025159365
18456,016_7_3219_0,0.006674831
18457,023_1706_5286_0,0.007418124
18458,018_1238_19424_0,0.086131416
18459,020_4735_666_0,0.08839429
18460,020_179_18049_0,0.0049746973
18461,019_133_9077_0,0.0102886995
18462,031_9_25401_0,0.010268743
18463,020_283_18014_0,0.036792003
18464,018_76_4987_0,0.00032131156
18465,029_110_3674_0,0.007510439
18466,017_38_12895_0,0.0040482506
18467,019_1289_18963_0,0.072212085
18468,020_1583_15219_0,0.00095936214
18469,021_1640_25018_0,0.011570538
18470,021_206_10280_0,0.013400583
18471,023_1448_20458_0,0.0053798785
18472,021_30_7771_0,0.07577672
18473,005_1_17370_0,0.003962586
18474,020_4147_9670_0,0.003944891
18475,023_1486_28896_0,0.00082887925
18476,021_2616_6987_0,0.00078835385
18477,019_731_8916_0,0.0071892766
18478,018_15_1404_0,0.038738582
18479,020_405_17489_0,0.003760866
18480,031_142_26266_0,0.004563022
18481,020_176_11034_0,0.0022352703
18482,021_2701_5360_0,0.018954512
18483,031_9_19229_0,0.021439137
18484,031_373_4646_0,0.0010713062
18485,020_3793_14133_0,0.012337635
18486,018_58_25554_0,0.011108187
18487,022_1511_17935_0,0.8866855
18488,019_140_17945_0,0.009484163
18489,021_511_4650_0,0.0023158742
18490,019_873_26860_0,0.0030710981
18491,020_3721_24857_0,0.0026591632
18492,023_1695_12242_0,0.0009714025
18493,031_32_19700_0,0.03472147
18494,019_748_22673_0,0.0043798536
18495,021_2297_22351_0,0.0011919179
18496,018_794_947_0,0.022804044
18497,020_4511_5460_0,0.0024456591
18498,022_691_21059_0,0.0016985105
18499,032_624_13412_0,0.00051131396
18500,020_846_21221_0,0.005475848
18501,018_1075_3747_0,0.038185935
18502,020_69_15987_0,0.32726347
18503,031_414_20151_0,0.012441864
18504,022_1534_3514_0,0.48131597
18505,032_109_3842_0,0.011719456
18506,018_1284_18682_0,0.0006416099
18507,018_618_24042_0,0.000634033
18508,002_52_16795_0,0.0031158482
18509,031_9_21677_0,0.0007830869
18510,018_325_8337_0,0.00021471588
18511,020_1420_8398_0,0.059322916
18512,018_663_925_0,0.28143758
18513,020_3303_6225_0,0.0027248256
18514,020_1058_13865_0,0.0037151799
18515,031_104_2659_0,0.17042233
18516,021_1924_19017_0,0.013837341
18517,020_3140_11493_0,0.0054560034
18518,019_1474_21213_0,0.008498677
18519,019_1716_5795_0,0.007038959
18520,018_589_22877_0,0.0026315262
18521,022_561_2023_0,0.0443714
18522,004_32_2628_0,0.062533736
18523,019_290_28249_0,0.0042530554
18524,022_1577_16428_0,0.0012396915
18525,031_313_27974_0,0.8841332
18526,019_1392_27165_0,0.0017849198
18527,022_480_15310_0,0.1506862
18528,019_625_25641_0,0.0010036337
18529,019_495_11465_0,0.0044077667
18530,020_2755_10676_0,0.010855655
18531,031_121_24513_0,0.0002360064
18532,031_336_25277_0,4.4345025e-09
18533,022_1396_6796_0,0.27566737
18534,018_831_7283_0,0.00073997374
18535,019_809_10045_0,0.003779201
18536,019_201_10948_0,0.007153029
18537,021_2011_22896_0,0.0011807139
18538,028_7_8621_0,0.047289517
18539,020_4191_25050_0,0.015524339
18540,019_1925_4347_0,0.025096016
18541,020_300_22174_0,0.0023901933
18542,017_15_16893_0,0.0108217355
18543,013_23_3740_0,0.03383475
18544,018_498_6756_0,0.0046297754
18545,021_2339_5912_0,0.009336556
18546,022_439_4948_0,0.029544028
18547,039_49_20839_0,0.0054027215
18548,019_803_25506_0,0.04045149
18549,019_1118_21206_0,0.003062594
18550,028_20_19389_0,0.05626371
18551,018_1549_7857_0,0.044393808
18552,021_1307_16653_0,0.0061589056
18553,019_831_22389_0,0.002840271
18554,022_1283_7567_0,0.48527527
18555,020_2202_1944_0,0.089137666
18556,021_2341_10713_0,0.0015072987
18557,018_715_21450_0,0.010463135
18558,022_1532_2800_0,0.0042384164
18559,018_1546_13226_0,0.03667382
18560,020_4610_11649_0,0.021526655
18561,019_560_27422_0,0.009889152
18562,031_27_27196_0,5.4676234e-06
18563,021_220_12203_0,0.035223685
18564,018_1427_5998_0,0.0011037646
18565,021_1856_957_0,0.013558508
18566,018_562_8576_0,0.005396033
18567,020_224_7540_0,0.009636982
18568,020_2804_6621_0,0.15281062
18569,019_1783_12456_0,0.0037420436
18570,019_1388_18330_0,0.008234018
18571,020_2632_21522_0,0.007110022
18572,020_2120_22271_0,0.067351684
18573,018_1006_11195_0,0.08466685
18574,022_712_27450_0,0.014490256
18575,020_4174_273_0,0.024284549
18576,023_93_28008_0,0.023553845
18577,019_1161_10679_0,0.002809389
18578,017_48_20058_0,0.017002452
18579,015_12_1957_0,0.06682288
18580,020_296_22997_0,0.010770749
18581,022_1658_11865_0,0.010687418
18582,027_48_14202_0,0.0527213
18583,002_73_24183_0,0.004530627
18584,021_1222_1270_0,0.16942962
18585,019_1651_18058_0,0.0036471717
18586,019_609_15023_0,0.0018726963
18587,021_2696_1555_0,0.070613794
18588,021_811_18863_0,0.009219069
18589,019_452_15696_0,0.0060877963
18590,021_1599_8391_0,0.0088391965
18591,022_760_3999_0,0.6122059
18592,023_1153_7207_0,0.0067341626
18593,021_1697_17699_0,0.0012012939
18594,021_1105_4623_0,0.014173119
18595,020_1703_9410_0,0.015568679
18596,020_4438_12825_0,0.00456837
18597,021_941_19192_0,0.017419958
18598,007_15_539_0,0.34783423
18599,021_2723_2078_0,0.23327085
18600,018_722_26517_0,0.0025666703
18601,020_4477_25804_0,0.003937574
18602,023_359_26870_0,0.004299649
18603,005_30_18151_0,0.010655426
18604,018_1115_24413_0,0.0009692162
18605,022_995_1690_0,0.031970438
18606,020_1303_10002_0,0.0045355638
18607,020_780_5884_0,0.02082491
18608,031_144_3716_0,0.0007304759
18609,023_763_16757_0,0.006982712
18610,022_1380_23645_0,0.002317986
18611,021_366_1002_0,0.31839246
18612,023_994_16902_0,0.0012557002
18613,019_1273_27367_0,0.004383897
18614,020_2301_20847_0,0.008780993
18615,018_623_7786_0,0.0024484035
18616,023_159_11264_0,0.011476125
18617,005_39_4500_0,0.0036143095
18618,021_721_24707_0,0.08338873
18619,031_129_861_0,0.025256073
18620,019_1883_23974_0,0.0015882894
18621,019_696_23352_0,0.034886032
18622,021_3024_15055_0,0.002566133
18623,020_2169_21531_0,0.037850104
18624,034_72_21501_0,0.001316939
18625,002_68_12679_0,0.00044985182
18626,023_41_10641_0,0.030475104
18627,015_25_8985_0,0.0034956047
18628,023_124_3040_0,0.17262723
18629,035_80_20994_0,0.054714806
18630,021_2641_14506_0,0.1470242
18631,019_912_4749_0,0.0020301165
18632,020_1932_9036_0,0.0097108735
18633,021_1738_5255_0,0.001166394
18634,018_1305_2196_0,0.04785021
18635,019_787_6259_0,0.0012833762
18636,014_1_24097_0,0.0005400751
18637,020_4696_20346_0,0.00037965286
18638,020_2339_4484_0,0.3501837
18639,023_948_20409_0,0.0080329785
18640,020_1539_8029_0,0.019208638
18641,010_66_22681_0,0.017936904
18642,019_2037_8702_0,0.07414921
18643,020_1305_16284_0,0.0043486543
18644,016_10_21836_0,0.008695476
18645,020_4434_20565_0,0.0075934697
18646,020_1895_17045_0,0.0010675509
18647,006_50_7821_0,0.10736284
18648,020_853_24785_0,0.0021508867
18649,010_18_7853_0,0.010204565
18650,021_1509_28020_0,0.007783998
18651,023_1262_23246_0,0.010864876
18652,034_29_16596_0,0.0013853941
18653,018_277_19060_0,0.004644883
18654,020_3055_19267_0,0.03297507
18655,021_585_759_0,0.016798211
18656,040_1_19403_0,0.005423197
18657,019_624_25956_0,0.005350638
18658,032_333_25246_0,0.0016187046
18659,019_638_9406_0,0.01280361
18660,020_1295_26530_0,0.007027946
18661,021_2817_24670_0,0.007342969
18662,018_734_12293_0,0.008227709
18663,019_1639_7566_0,0.034776766
18664,021_2122_4364_0,0.0047111823
18665,018_1469_1697_0,0.0453105
18666,020_1688_9533_0,0.0027801914
18667,028_45_11542_0,0.0049529136
18668,019_114_10952_0,0.002194922
18669,020_1704_4668_0,0.0035896504
18670,022_161_7273_0,0.62032723
18671,020_2218_24695_0,0.0049521173
18672,021_2666_17231_0,0.0017644379
18673,021_27_4158_0,0.0018328478
18674,023_341_20301_0,0.039527427
18675,021_572_4718_0,0.011562313
18676,021_510_11218_0,0.0030055633
18677,020_4539_14000_0,0.019807184
18678,020_4579_13090_0,0.0025965753
18679,019_927_13517_0,0.0014850774
18680,022_1014_19865_0,0.002512767
18681,019_1944_19277_0,0.0019439048
